source,target,weight
do,abnormal,1
month,visit,1
round,super,1
mammogram,man,1
cervical_cancer,key,1
real,life,1
lung,smoke,1
expect,find,2
remember,know,2
raise_awareness,can,5
top,HIV,1
it,I,160
record,cervical,1
raise,God,1
statement,Gardasil,1
teenager,cause,1
simple,neck,1
link,low,1
test,UK,2
tomorrow,follow,1
blog,researcher,1
hear,news,2
Latinas,prevent,1
doctor,dat,1
question,wife,1
think,flu,2
show,message,1
cancer,guideline,1
HPV,till,2
clinic,treatment,1
medical,she,2
partner,patient,1
HPV,multiple,2
can,weird,1
support,week,3
young,routine,1
source,mouth,1
ovarian_cancer,believe,2
die,night,1
get,partner,3
find,science,1
nation,issue,1
apparently,mandatory,1
win,FDA,1
funny,thingy,1
gross,HPV,2
sex,abortion,1
risk,group,3
can,genital,5
hepatitis,virus,3
late,hysterectomy,1
end,give,1
risk,God,1
office,today,1
dental,take,1
refuse,have,3
word,woman,3
save,cervical_cancer,2
autoimmune,number,1
school,continue,1
breast,receive,1
I,sell,1
show,Obama,2
education,need,1
today,cervical,3
prove,today,1
baby,I,4
approve,Merck,1
trust,public,1
common,treatment,1
abuse,power,2
today,daily,1
standard,screen,2
encourage,doctor,1
hoe,bring,1
prevent,treat,2
tool,governor,1
want,vax,3
million,American,9
news,funding,1
sexual,stay,1
update,official,1
doctor,school,2
vax,real,1
point,like,2
cut,funding,3
know,touch,1
treatment,disease,2
head,old,1
risk,important,3
American,think,1
start,sound,1
reduce,dose,1
make,risky,1
breast_exam,pap_smear,3
Merck,medical,1
spread,dangerous,1
India,cervical,2
mean,study,1
Bachmann,truth,1
link,oral,1
reduce,half,1
fear,screen,1
teenager,woman,4
week,news,1
take,brother,2
number,world,1
truth,life,2
cancer,finish,1
vaxfax,mammogram,1
spend,annually,1
dat,call,1
time,dumb,8
vaccination,end,1
full,time,1
son,long,1
man,bad,1
health,infect,3
relate,drug,1
doctor,ready,1
give,immunization,1
do,medicine,1
people,vaccination,6
care,debate,2
HPV,date,1
warts,part,1
news,case,1
social,tomorrow,1
small,part,1
back,day,2
show,fast,1
Nigerian,live,1
factor,HPV,1
increase,remain,1
need,medical,1
forever,remain,1
today,flu,2
clinical,health,1
Goody,story,1
people,herpes,8
plan,benefit,1
man,oropharynx,1
girl,strain,1
find,have,12
estimate,early,1
HPV,bitch,25
girl,shut,1
girl,state,1
HPV,foot,5
test,normal,1
age,question,1
lose,fund,1
friend,family,2
time,male,1
cervical_cancer,human_papilloma,6
girl,age,3
stop,vinegar,2
schedule,include,1
screen,awareness,1
oropharynx,risk,1
diagnose,young,1
social,contact,1
week,male,1
fact,give,1
factor,head,1
information,cervical,2
bad,time,3
trust,CDC,1
today,Gardasil,3
read,gay,1
forever,strong,1
want,year,1
HPV,bring,2
find,test,3
let,brain,1
invasive,cancer,3
vaccinate,life,1
post,state,1
big,cancer,2
day,January,1
order,it,2
break,help,1
ask,real,1
skin_contact,do,1
important,black,1
link,breast,1
today,show,3
HPV,gonorrhea,5
vagina,shut,1
screen,cost,2
gynecologist,protection,1
vaccine,guy,1
cancer,inside,1
link,month,1
failure,medical,1
can,expect,1
dad,back,2
I,wait,10
bitch,education,1
age,risk,5
million,give,1
eat,liver,1
kid,Texas,1
high,HIV,8
source,American,1
result,clinical,1
tie,poor,1
story,dead,1
virus,screen,3
daughter,watch,1
government,response,1
picture,kill,1
daughter,whore,1
come,program,1
man,benefit,2
HPV,picture,2
nurse,work,1
worry,girl,3
transmission,HIV,2
state,cancer,1
HPV_vaccine,hurt,65
cost,public,1
cut,2006,1
sell,I,3
virus,read,1
start,line,1
save,2006,1
gonorrhea,AIDS,2
make,age,1
tetanus,disease,10
HPV,normal,2
sound,baby,1
hey,information,1
Gardasil,safety,3
show,people,2
debate,government,1
kick,fight,2
play,rise,1
pap,negative,1
number,cause,3
can,FDA,2
January,smear,1
work,circumcision,1
place,tell,1
budget,Tests,1
Gardasil,FALSE,1
base,scientific,1
teenager,girl,28
call,governor,1
plan,cover,1
price,STD,1
Bachmann,give,1
CNN,expert,1
daily,world,1
cause,cell,4
can,active,1
human,find,1
effective,vaccine,1
health,damage,1
primary,cervical,1
young,rise,1
doctor,disagree,1
experience,office,1
super,yesterday,1
can,Google,1
prevent,UK,1
screen,suggest,1
prevent,ask,1
warts,partner,1
treatment,year,1
country,medical,1
story,week,1
proof,Bachmann,1
tomorrow,Friday,1
teenager,controversy,1
government,name,1
sexual,human,1
GOP,Obama,1
Wilson,hear,1
test,get,13
data,win,1
January,information,1
state,importance,1
smear,ovarian_cancer,2
open,battle,1
case,viral,1
word,parent,1
she,spread,2
HPV_vaccine,girl,163
myth,face,1
Bachmann,Palin,2
article,joke,1
vaccination,approve,1
detection,treatment,1
month,read,1
man,week,2
disease,girl,2
Merck,reduce,1
chance,transmit,1
TX,disagree,1
medical,community,3
Perry,question,3
show,home,1
knowledge,get,1
boy,recommend,1
today,FDA,1
doctor,fear,1
detect,Tests,1
India,news,1
vaccine,bit,1
jab,news,2
support,add,1
dangerous,researcher,1
benefit,british,1
cause,mouth,7
interesting,like,1
girlfriend,mom,1
vaccination,comment,1
shoot,mom,2
uncomfortable,it,2
check,Google,1
year,Jade,2
get,January,4
incidence,way,1
protect,battle,1
immunization,Africa,1
child,service,1
have,fight,3
boy,urge,1
call,message,1
book,like,1
media,daily,1
plan,gift,1
free,sex,2
blog,importance,1
idiot,give,1
article,it,5
shoot,scared,2
person,Michele,1
date,vaccine,2
program,woman,1
line,discuss,1
think,funny,6
recently,Michele,1
story,cancer,5
part,fund,1
star,dead,10
victim,note,1
reaction,number,1
baby,bear,1
get,shit,34
girl,STI,1
top,suffer,1
choice,parent,1
truth,read,1
word,body,1
people,plan,1
information,video,1
vaccination,panel,2
it,late,7
make,dangerous,1
test,expensive,1
woman,service,1
oropharynx,man,1
hey,school,1
eye,disease,1
vaccination,researcher,1
oral_cancer,genital,1
cancer,sexual,3
benefit,test,2
news,treatment,1
explain,get,1
HPV,hear,4
she,neck,1
study,student,1
year,yesterday,2
offer,reason,1
back,attack,1
2006,open,1
rest,GOP,1
forget,week,2
prevent,number,2
add,test,1
take,birth,1
give,Palin,1
today,friend,5
black,flu,1
safety,fact,1
dose,talk,1
grow,control,1
teenager,come,1
post,Michele,1
break,work,1
source,cervical,1
bitch,buy,1
injury,spread,1
oral_sex,HPV,23
tonight,word,1
risk,throat,2
term,mean,1
protect,exposure,1
Paul,Michelle,1
million,year,8
side,issue,1
vagina,throat,1
way,promote,1
tell,friend,2
office,word,1
take,Bachmann,1
question,parent,1
infection,vax,1
patient,sex,1
find,HIV,1
science,statement,1
shut,girl,1
high,information,1
news,GSK,1
wart,government,1
relate,science,1
health,battle,1
doctor,baby,1
refuse,religious,2
guy,human,1
doctor,Ron,1
Gardasil,brain,1
news,friend,2
receive,state,1
HIV,time,1
make,beatbox,1
series,nation,1
DNA,head,1
sex,drive,1
year,2012,1
just,commercial,1
check,take,1
anal,HIV,1
fall,deny,1
nigga,worry,1
year,nurse,1
it,researcher,1
candidate,argue,1
smoke,Gardasil,1
want,follow,1
preventable,Africa,1
doctor,kiss,1
model,disease,1
friend,yesterday,2
vaccine,letter,1
it,rare,3
lie,protect,1
low,people,1
early,experience,1
story,real,1
safety,woman,2
catch,GOP,1
stop,woman,6
jab,scare,1
she,fuck,14
group,community,1
today,old,1
HIV,order,1
easy,symptom,1
high,type,1
guy,watch,1
talk,injury,1
Texas,mistake,1
remember,something,1
line,cervical,1
tell,take,1
vaccine,ad,1
Prevention,teenager,1
cost,young,1
community,find,1
healthcare,HPV,1
Google,hot,1
suffer,oral,1
ago,I,13
stand,politician,1
long,girl,3
vax,control,1
tool,give,1
book,catch,1
information,CDC,1
attention,Twitter,1
high,invasive,1
incidence,risk,1
virus,HIV,2
ask,dead,1
place,strong,1
tweet,save,1
talk,cervical,2
vaccination,skin,2
smear,throw,1
funding,debate,1
high,Nigeria,1
importance,gay,1
effective,primary,1
back,controversial,1
need,screen,4
it,take,7
fear,fact,1
lie,Walgreens,1
aka,girl,3
medical,message,1
group,fight,1
can,Prevention,1
time,help,1
wrong,believe,3
continue,Perry,1
aint,shit,5
case,human,1
I,afraid,4
thing,current,1
share,fight,1
common,contract,2
CDCSTD,help,1
point,research,1
report,share,1
article,cancer,1
post,CDC,1
myth,important,1
offer,cervical,1
sign,consent,2
hospital,break,1
full,vaccination,2
cancer,decide,1
give,body,1
she,story,1
phase,head,2
partner,share,1
talk,symptom,1
send,parent,1
girl,ABC,2
idiot,cost,1
Catholic,issue,2
country,access,1
help,promote,9
problem,screen,3
die,admit,1
practice,nurse,1
human,cervical,1
think,cervical_cancer,28
risk,heart,2
page,update,1
awkward,save,1
man,business,1
warts,treatment,4
back,single,1
thing,hear,1
sister,let,1
suffer,health,1
comment,case,1
fact,disease,1
break,political,1
college,promise,1
doctor,DRE,16
cancer,check,1
argue,boy,1
prevent,community,1
cancer,stay,1
cancer,status,1
video,immunisation,1
detect,help,1
have,Tests,1
agree,plan,1
STD,medical,1
urge,video,1
people,STD,6
want,order,1
man,black,1
incidence,HPV,1
woman,contact,2
wrong,sit,1
sore,jab,2
ill,look,2
ABC,world,1
need,access,3
warts,girl,1
live,medical,1
hour,start,1
it,grow,1
diagnosis,HPV,2
annually,USA,1
encourage,sexually_active,1
claim,throat,1
government,pull,1
close,home,2
article,India,1
expert,help,1
woman,incidence,1
give,lead,1
full,long,1
vagina,smoke,1
preventable,kill,1
reduce,throat,1
infect,spread,1
feel,spread,3
free,screen,7
immunization,thousand,1
make,Gardasil,2
Douglas,comment,1
can,policy,1
debate,visit,1
baby,circumcision,1
data,relate,1
news,mouth,2
discuss,treatment,1
care,girl,1
hope,it,3
visit,due,1
condom,get,4
school,tell,2
controversy,Texas,1
study,develop,1
man,disgust,1
Coochie,hair,1
mammogram,list,1
shoot,late,1
news,treat,1
female,partner,1
Moesha,past,1
low,report,1
preventable,develop,1
have,deal,5
STD,result,1
old,price,1
like,money,2
can,breast,3
school,do,1
ad,voice,1
promise,fund,1
herpes,hepatitis,6
send,Bill,1
understand,safety,1
dangerous,side,1
pap,doctor,3
inside,hear,1
understand,man,1
decision,have,1
wear,take,1
shut,government,4
need,mammogram,4
old,video,1
figure,have,3
detect,visit,1
part,female,1
something,quick,1
day,make,2
piece,cervical,1
governor,give,1
misinformation,woman,2
share,half,1
eat,birth,2
article,family,1
business,like,2
aka,HPV,6
appointment,public,1
reveal,face,1
doctor,vaccinate,2
Nigeria,I,1
morning,school,2
time,rare,1
mouth,throat,31
low,rate,2
smear,ask,1
page,Nytime,1
hysterectomy,year,1
clinic,day,1
daily,free,1
diagnose,throat,1
sick,do,1
thing,early,1
rate,decrease,1
Gardasil,Santorum,1
schedule,worth,2
name,way,1
treat,woman,2
feel,fall,2
HIV,need,1
GSK,support,1
make,round,1
screen,phone,1
regular,breast,1
GOP,turn,1
look,life,2
health,develop,1
HPV_vaccine,cervical_cancer,53
fight,learn,1
eat,time,1
routine,young,1
lesbian,doctor,1
call,state,1
single,sexually_transmitted,1
mouth,can,3
put,hand,1
special,offer,1
woman,partner,14
study,recently,1
show,transmission,1
cancer,immunize,1
Gardasil_vaccine,hurt,23
hospital,Nigeria,1
hold,face,1
sex,blog,1
dead,husband,3
dangerous,strain,1
ban,HPV,1
get,finger,2
game,know,1
work,child,1
back,win,1
victim,people,1
public,official,2
find,it,22
Bachmann,Santorum,4
test,sex,2
hey,coverage,1
controversy,CDC,1
mean,post,1
sore,chicken,1
cancer,Gardasil,7
increase,cancer,13
comment,vaccine,1
Bachmann,woman,7
old,girl,44
cheap,screen,2
affect,cell,1
lead,physician,1
worldwide,man,1
long,I,6
wit,puss,1
sexual,teenager,2
ask,detect,1
top,college,1
school,kill,1
Sophie,stage,1
anal,neck,1
gynecologist,vaccination,2
expert,health,1
want,fall,1
side,life,4
discuss,safe,1
HPV,ad,2
boy,expensive,1
like,body,1
issue,apologize,1
time,pay,1
form,news,1
back,mandatory,1
man,worry,9
late,kind,1
crazy,drug,1
parent,experience,1
HPV,I,207
politics,Rick,1
check,regular,1
screen,medical,1
group,back,1
MT,encourage,2
eye,suffer,1
cell,lead,1
prostate,check,1
card,come,1
half,million,3
ad,bit,1
home,piece,1
get,thousand,1
offer,vaccine,1
HIV,alcohol,1
people,close,1
education,fact,1
wear,show,1
school,public,1
smoke,partner,1
mum,book,1
damage,inject,1
talk,plan,1
failure,video,1
decline,young,1
tax,home,1
can,tool,1
make,news,4
smear,tax,1
woman,information,2
clinical,white,1
vaccine,campaign,4
young,age,7
conservative,Gardasil,1
jab,mean,2
worry,limit,1
carry,child,1
fight,like,1
free,lady,3
researcher,surgery,1
vaccine,exposure,2
develop,anal,1
start,vaccinate,1
Gardasil,hurt,31
share,symptom,1
group,worldwide,1
doctor,clinic,1
importance,mental,1
Rick,money,1
world,DNA,1
rate,Michael,1
support,CCPW,1
feel,free,3
genital_wart,Human_Papillomavirus,4
smear,class,1
penile,throat,1
story,lot,1
wart,result,1
week,support,1
program,incidence,1
check,research,1
media,defend,1
push,Gardasil,2
recommend,age,1
incidence,male,1
I,brain,2
follow,doctor,1
compare,student,1
push,HPV_vaccine,16
thingy,effect,1
state,health,1
free,office,2
cervical,allow,1
time,bad,1
number,disease,1
spend,half,1
big,need,1
sex,question,1
group,day,1
reason,job,1
include,treatment,1
lady,vaginal,1
FDA,Cervarix,2
teen,HPV,15
check,vaccination,1
infection,hysterectomy,1
virus,clear,1
fight,invasive,1
cancer,aka,2
time,take,2
symptom,fast,1
get,GOP,1
daughter,risk,2
early,arm,1
deadly,disease,18
smear,write,1
immune,trial,1
survey,know,1
pro,can,1
cut,spend,1
boy,start,2
study,prevent,1
DNA,study,1
FDA,have,4
faith,vaccine,16
want,way,1
develop,website,1
have,apparently,1
note,book,1
recent,great,1
year,protect,3
mistake,apologize,1
medical,disease,1
Gardasil,program,2
Bachman,vaccine,2
prevent,abnormal,1
support,can,4
infertility,free,1
Latinas,risk,2
physical,class,1
cervical,recent,1
vaccinate,researcher,2
study,Cervarix,1
news,check,1
immigrant,girl,7
watch,woman,2
whore,play,1
teen,kill,1
woman,body,1
shoot,dear,1
prostate,eye,1
boy,include,1
fear,place,1
regular,get,2
can,protect,14
target,relate,1
screen,Wilson,1
medical,real,1
turn,weak,1
dumb,stop,1
hour,week,2
urge,forward,1
base,cancer,1
vaxfax,avoid,1
give,teen,2
girl,family,1
hysterectomy,cause,1
read,yesterday,1
know,link,3
Jesus,America,1
continue,speak,1
picture,tool,1
vaccine,advocate,1
link,Prevention,1
2012,budget,1
Perry,Merck,5
HPV,defend,1
article,study,2
cervical,expert,1
oral,pass,1
group,vote,1
mistake,sexual,1
get,preventable,3
turn,child,1
actual,health,1
have,raise,2
God,like,2
cure,people,1
british,medical,2
population,reduce,1
I,nasty,10
lot,adverse,1
early,vaccine,1
man,transmit,5
knowledge,American,1
Gardasil_vaccine,mom,1
kill,mean,2
risk,malignant,1
tweet,mom,1
screen,support,2
pap,man,1
ban,Japan,1
fund,girl,1
real,listen,1
woman,remind,1
learn,disease,1
pregnant,cervical,1
news,buy,1
know,long,4
decision,cover,1
month,community,1
jab,number,3
smear,child,1
word,video,1
give,kid,1
Michelle,ill,1
lack,diagnosis,1
series,trust,1
vaccination,clinical,1
I,jag,23
guy,recommendation,1
shit,HPV,13
effective,kill,1
like,plan,4
screen,save,5
continue,hot,1
time,common,2
panel,call,1
it,preventable,7
news,hand,1
run,like,26
show,get,4
get,finish,2
I,figure,7
main,factor,1
jab,mail,2
MT,vaccine,2
year,invasive,2
post,blog,1
vagina,hair,1
plan,oral,1
mail,home,1
full,limit,1
model,response,1
knowledge,support,1
perform,surgery,1
awful,piece,1
take,knowledge,1
message,pap,1
schoolgirl,cervical,3
aid,ABC,1
breast_exam,pro,1
condition,woman,1
work,hour,1
hand,smell,1
remain,increase,1
like,flu,1
take,learn,3
can,responsible,1
it,drug,2
HPV,penile,7
I,problem,9
datum,food,1
bad,public,2
protect,today,3
news,current,1
group,expensive,1
Michele,I,1
want,show,2
cell,turn,1
HPV_vaccine,sexually_active,5
can,positive,2
book,breast,1
vaccine,Texas,6
slut,HPV_vaccine,2
tweet,partner,1
press,government,1
Bachmann,cervical,1
screen,wear,1
difference,cervical,1
pap,common,1
need,cover,1
early,flu,1
woman,top,1
people,Google,1
lady,real,2
wart,protection,1
I,gyn,6
thought,something,3
find,pregnant,1
people,fuck,7
treatment,free,1
spell,trouble,4
time,source,1
continue,patient,1
can,clinic,2
girl,page,1
cancer,spot,1
advocate,catch,1
fall,dangerous,1
Gardasil,drug,7
blood,know,1
screen,time,2
failure,girl,1
country,high,1
regular,pelvic,1
stupid,white,1
post,part,1
sort,like,1
like,want,5
smear,insurance,1
develop,case,1
vaccine,money,2
wit,dick,1
family,issue,1
find,pap,5
scientific,effective,1
smear,treat,1
ask,community,1
knowledge,uptake,1
take,team,1
want,agree,1
leave,care,1
month,long,1
vaccination,key,2
full,preventative,1
AIDS,money,1
tumor,pap,1
guideline,man,1
HPV,science,3
survey,adverse,1
Prevention,close,1
Twitter,lead,1
cancer,month,1
she,smell,1
aint,lie,1
oral_sex,throat_cancer,30
spread,STD,1
min,diagnose,1
easy,advice,1
think,I,48
deadly,autoimmune,11
group,Michael,1
thing,day,1
feel,message,3
video,diagnose,1
reason,warts,1
health,deadly,2
government,test,2
early,intercourse,2
include,cancer,1
offer,test,3
halt,daily,1
teenager,fall,1
make,video,1
STD,small,1
effect,information,1
book,man,1
man,huge,1
read,Bachmann,1
matter,Gardasil,1
Gardasil,victim,3
school,female,1
month,color,1
pap_smear,pro,1
I,continue,2
death,expert,1
hey,boy,2
share,CDC,1
negative,cervical,1
wife,diagnose,1
know,effective,6
can,relate,2
line,can,2
form,pap,1
provide,way,1
interesting,vaccine,1
boy,news,1
promiscuous,protect,12
vaccination,worth,1
time,she,18
STD,woman,3
Gardasil,religious,1
drug,group,1
diagnosis,breast,1
I,body,5
check,change,1
sign,Prevention,1
cancerous,Cervix,3
schedule,college,1
video,send,1
Bachmann,hear,1
early,immune,1
body,disease,1
cervical,cell,4
concern,contagious,1
waste,medical,1
awareness,key,2
Romney,coverage,1
news,control,1
website,fact,1
month,diagnose,1
joke,hope,1
fact,develop,1
vaccinate,rate,1
infect,type,1
thingy,arm,2
health,make,1
full,coverage,1
screen,story,1
school,sick,1
jab,story,1
health,live,1
finally,pap,1
awareness,effort,1
cancer,tie,1
boy,game,1
treat,treatment,1
sex,rape,1
guy,worry,1
information,virus,1
annual,safety,1
ACA,test,1
question,literally,1
debate,expert,1
it,hope,1
explain,treatment,1
smoke,lose,1
MT,get,1
today,have,16
Japan,report,1
high,drop,1
Texas,male,1
teacher,sexually_active,1
HPV,strain,8
money,healthy,1
tell,forget,1
school,needle,1
January,make,1
tell,cervical,3
side,Guess,1
Guess,argue,1
death,parent,1
hurt,girl,3
walk,hope,1
AIDS,call,1
activity,HPV,2
awareness,lady,1
young_girl,age,1
small,back,2
year,fuck,9
major,have,1
get,contract,4
can,girl,12
dear,HPV,9
kill,surprise,1
show,tweet,1
Jesus,think,1
read,do,1
screen,lung,1
question,Bachmann,1
share,thought,1
think,issue,3
funding,community,1
food,violence,1
song,it,1
support,awareness,3
drive,kick,1
prevent,tomorrow,1
early,diagnose,1
annual,gyn,1
think,school,1
sexy,believe,1
panel,CDC,1
study,pro,1
talk,painful,1
mouth,raise,1
pap,worth,1
detect,business,1
immunization,awareness,1
include,fall,1
dead,count,1
safety,side,1
mom,disease,2
effective,evidence,1
teenager,drug,1
HPV,irresponsible,1
make,list,1
prove,case,1
tomorrow,back,2
partner,warts,1
learn,story,1
make,order,1
home,tax,1
cheap,alcohol,1
partner,clean,1
sick,vaccine,2
care,tonight,1
night,pap_smear,1
Bachmann,take,2
child,information,1
girl,throat,1
requirement,current,1
group,picture,1
Palin,Gardasil,3
Pharma,AIDS,1
Merck,safety,1
plan,post,1
involve,campaign,1
body,ready,1
woman,clear,6
HPV,MT,3
female,old,1
benefit,debate,1
fall,rise,1
funny,girl,1
number,Cervix,1
concern,young,2
die,overdose,2
inject,Gardasil,2
study,American,1
CDC,Gardasil,5
human,dog,1
important,HIV,1
result,cancer,1
government,vaccinate,2
think,put,3
side,fall,2
require,controversial,1
pap,DNA,7
cervical,positive,1
start,give,1
talk,million,1
proof,safe,1
warts,condom,1
totally,pap,1
think,tweet,1
hit,find,1
healthcare,coverage,1
teenage,gift,1
survivor,face,1
chick,talk,1
know,blog,1
fear,grow,1
debate,it,2
cancer,blog,1
lady,sexual,2
hot,date,1
access,contraception,2
diagnosis,sex,1
damage,kid,1
infection,STI,4
effect,story,1
UK,due,1
lady,health,1
throat_cancer,oral_sex,23
tomorrow,discuss,1
vaccine,time,2
Guess,is,1
healthcare,physician,1
healthy,back,1
live,AIDS,1
study,school,1
fact,community,1
event,night,1
woman,tomorrow,1
Pussy,eat,1
hour,make,1
make,realize,2
lady,follower,1
I,weird,3
girl,line,1
ask,medical,1
power,movie,1
anal,HPV,11
life,Gardasil,5
disease,receive,1
Cervarix,program,1
remind,girl,1
America,campaign,1
offer,Bachmann,1
vaccination,claim,1
annual,cancer,4
man,Gardasil,3
receive,read,1
bitch,sit,1
smear,human,1
Guess,wrong,1
woman,breast,34
cervical_cancer,CDC,2
fact,breast,2
woman,healthy,2
herpes,HPV,89
write,letter,1
deny,tell,1
hurt,push,2
big,complete,1
decline,age,1
take,sign,1
series,community,1
test,question,1
add,treatment,1
look,fuck,2
positive,Nigerian,1
show,I,4
urge,HPV,1
get,pay,5
promiscuous,CBS,4
UK,write,1
female,cause,2
head,neck,20
rush,mandatory,1
virus,include,1
book,STI,1
adult,link,1
fight,STD,1
study,skin,1
official,record,1
have,catch,3
friend,pap,1
disease,support,1
clinical,vaccine,2
wit,get,2
wart,age,1
warts,get,2
read,danger,1
develop,treatment,1
poor,researcher,2
diagnosis,vaginal,1
rush,fire,1
dear,know,3
screen,contraception,1
country,Nigeria,1
have,pain,4
notice,symptom,1
free,ObamaCare,1
end,politician,1
comment,remember,1
min,young,1
protect,benefit,1
order,place,1
cancer,petition,1
truth,teenager,2
data,business,1
Gardasil,wake,1
world,hope,1
CDC,back,1
girl,remain,2
question,medical,1
decide,Perry,1
tell,lie,2
personal,skin,1
Nigerian,group,1
female,like,2
fact,personal,1
type,wart,1
she,post,3
vax,killer,2
let,comment,1
mom,flu,1
scary,health,1
interesting,study,2
article,positive,2
ObamaCare,full,1
term,weak,1
Gardasil,age,2
break,information,1
age,difference,1
test,top,1
way,cut,1
HPV,oral_sex,64
ad,today,1
yesterday,post,1
Bill,Texas,1
office,min,1
Tests,cancer,3
develop,type,1
researcher,wit,1
Gardasil,burn,2
side,smear,1
RIP,night,2
Catholic,female,1
day,exam,1
make,phase,1
girl,form,1
interesting,information,1
treat,case,1
smear,aint,1
know,help,1
comment,lack,1
event,affect,1
teen,smoke,1
teenager,take,2
start,yesterday,1
give,lady,1
tonight,watch,1
public,watch,1
girl,fail,1
strain,disease,1
researcher,sexual,2
old,test,2
dose,treat,1
high,get,1
scary,learn,1
medicine,surgery,1
woman,ago,1
deserve,cervical,1
Sleep,misinformation,1
cost,India,1
mammogram,STI,1
awkward,I,5
DNA,researcher,1
autoimmune,disease,11
boy,seizure,1
girl,HPV_vaccine,113
mean,low,1
fight,vaccination,3
HPV,media,2
disease,common,2
jab,form,1
smear,walk,1
provide,include,1
daughter,diagnose,1
big,walk,1
screen,app,1
news,young,1
vaccine,discuss,1
fuck,needle,2
hear,low,1
Texas,cancer,1
support,surgery,1
week,it,9
mind,it,6
link,controversy,1
small,Romney,4
skin,study,1
full,service,1
slut,rate,1
idiot,lot,1
doctor,cancer,6
public,big,1
evidence,community,1
shoot,prevent_HPV,1
CNN,back,1
british,Gardasil,1
difference,test,1
public,learn,1
read,report,3
country,today,1
detection,make,1
develop,mouth,1
debate,drop,1
promise,follow,1
HIV,cervical,2
it,uncomfortable,2
HPV,factor,2
help,age,2
wit,she,1
report,sex,1
cancer,Tests,2
issue,social,1
news,statement,1
shoot,immunization,1
vaxfax,lead,1
activity,girl,1
get,risky,1
virus,age,1
Couric,tomorrow,1
Sophie,due,4
parental,vaccinate,1
have,body,2
sexual,month,1
rate,correct,1
year,college,1
stop,respond,1
allow,woman,1
save,rate,1
hear,bit,1
pap,limit,1
final,stats,1
prevent,app,1
harm,have,1
call,comment,1
medical,make,1
follow,cry,1
wait,die,2
medical,research,2
back,family,1
bit,message,1
can,hair,2
funny,I,9
I,want,174
Prevention,know,2
system,positive,1
HPV,live,2
learn,woman,1
make,read,3
make,child,2
find,safe,1
approve,anal,1
medicine,HPV,1
share,book,1
media,public,5
state,school,1
difference,knowledge,1
risky,order,1
stop,test,1
I,write,5
Perry,deal,1
oral,vaginal,2
teenager,time,1
finally,wife,1
support,work,2
case,news,1
lucky,mammogram,1
question,debate,1
warts,fast,1
come,check,1
virus,cervical,7
class,promote,1
article,CDC,1
have,preventative,4
write,post,3
cause,penis,2
health,woman,8
system,point,1
circumcision,male,1
Michele_Bachmann,HPV_vaccine,44
lucky,tonight,1
spread,test,1
post,fox,1
affect,virus,1
fact,researcher,1
cervical_cancer,side_effect,5
spread,safe_sex,1
explain,high,1
need,apparently,2
HPV,can,199
want,support,5
female,man,2
black,box,2
baby,die,1
Prevention,Katie,1
kill,UK,10
day,jag,1
healthcare,India,1
infertility,video,1
pap,FDA,1
health,home,1
knowledge,consent,1
long,carry,1
stage,health,1
simple,cervical,3
month,annual,1
story,media,1
tampon,HPV,1
encourage,read,1
have,scary,2
life,have,6
plan,public,1
walk,home,1
girl,face,1
kid,flu,1
genital_wart,virus,5
time,hepatitis,1
week,stats,1
high,receive,1
ad,cervical,2
cause,finally,1
high,worldwide,1
man,main,1
case,link,1
hysterectomy,include,1
need,service,1
throat,treatment,1
form,diagnose,1
rise,head,1
thousand,case,1
stop,quick,1
drink,pap,2
rate,clinical,1
check,long,1
CDC,call,1
sense,vaccination,1
sick,school,1
teenager,get,6
video,listen,1
medicine,science,1
require,awareness,1
rate,put,1
adult,woman,4
hold,mouth,1
apparently,mom,1
power,pap,1
check,girl,2
apparently,GOP,1
start,it,3
tool,source,1
college,year,2
diagnose,abnormal,1
screen,sign,1
effect,time,1
study,matter,1
thing,Gardasil_vaccine,1
wart,fact,1
increase,January,1
research,breast,1
spot,Cervix,1
can,girlfriend,1
story,RIP,1
screen,news,1
I,advance,1
vaccination,week,1
woman,color,3
screen,wait,1
blog,Moesha,1
friend,time,1
sexually_active,person,1
infect,study,1
health,check,2
she,science,1
news,patient,1
ready,take,1
get,drink,7
detect,plan,1
like,need,9
read,discuss,1
read,jag,2
Palin,she,2
know,recent,2
screen,virus,5
sister,injection,1
warts,report,1
law,age,1
kid,doctor,1
big,star,1
FDA,primary,1
today,think,2
form,tonight,1
mom,stand,1
HPV_Infection,Gardasil_vaccine,1
STI,HPV,6
family,January,1
save,Couric,1
expert,daily,1
vinegar,way,1
lung,world,1
can,press,1
multiple,penile,1
cancer,win,1
low,study,1
vaccine,clinic,1
exam,cervical,1
address,rise,1
free,primary,1
shoot,round,1
week,finally,1
man,pregnancy,1
stage,remember,1
parent,Catholic,1
miss,vaccination,2
pain,today,1
health,cervical_cancer,24
trial,show,3
receive,tetanus,1
knowledge,effect,1
tell,hoe,1
thingy,today,2
human,vaccination,1
finger,research,1
finish,get,1
Bachmann,receive,1
health,vote,1
issue,put,1
HPV,read,9
smear,sound,1
kid,aware,1
regular,today,1
crazy,dad,1
woman,jab,2
Merck,send,1
mum,share,1
exposure,strain,1
young,prevent,1
receive,lot,1
recommendation,continue,1
she,young,37
CBS,teenager,1
vaginal,stage,1
RIP,Jade,1
year,oral,1
Latinas,key,1
rate,get,1
I,primary,1
schedule,dose,1
