HPV,HPV,noun
cancer,cancer,noun
cervical,cervical,noun
vaccine,vaccine,noun
pap,pap,noun
woman,woman,noun
Gardasil,Gardasil,noun
smear,smear,noun
hpv,HPV,noun
smear,smear,noun
girl,girl,noun
Pap,pap,noun
sex,sex,noun
shot,shot,noun
test,test,noun
Cancer,cancer,noun
die,die,noun
man,man,noun
year,year,noun
jab,jab,noun
people,people,noun
Cervical,cervical,noun
today,today,noun
risk,risk,noun
die,die,noun
Vaccine,vaccine,noun
arm,arm,noun
vaccination,vaccination,noun
virus,virus,noun
oral,oral,noun
doctor,doctor,noun
fuck,fuck,noun
shoot,shoot,noun
kill,kill,noun
cause,cause,noun
gardasil,Gardasil,noun
find,find,noun
bad,bad,noun
screen,screen,noun
make,make,noun
Perry,Perry,noun
throat,throat,noun
shit,shit,noun
life,life,noun
thing,thing,noun
time,time,noun
health,health,noun
mother,mother,noun
give,give,noun
hate,hate,noun
death,death,noun
HIV,HIV,noun
bitch,bitch,noun
wrong,wrong,noun
infection,infection,noun
prevent,prevent,noun
smear,smear,noun
young,young,noun
boy,boy,noun
Dre,DRE,noun
STD,STD,noun
talk,talk,noun
due,due,noun
study,study,noun
mom,mom,noun
hurt,hurt,noun
papsmear,pap_smear,noun
Bachmann,Bachmann,noun
dumb,dumb,noun
hurt,hurt,noun
wart,wart,noun
breast,breast,noun
sexually,sexual,noun
injection,injection,noun
tell,tell,noun
give,give,noun
smear,smear,noun
guy,guy,noun
shot,shoot,noun
disease,disease,noun
kid,kid,noun
common,common,noun
pussy,pussy,noun
make,make,noun
call,call,noun
increase,increase,noun
vaccinate,vaccinate,noun
Study,study,noun
Smear,smear,noun
side,side,noun
Health,health,noun
daughter,daughter,noun
protect,protect,noun
case,case,noun
day,day,noun
poor,poor,noun
PAP,pap,noun
age,age,noun
papsmearino,pap_smear,noun
work,work,noun
type,type,noun
gon,go,noun
Women,woman,noun
sexual,sexual,noun
lose,lose,noun
Dr,doctor,noun
effect,effect,noun
stupid,stupid,noun
ass,ass,noun
lead,lead,noun
parent,parent,noun
human,human,noun
show,show,noun
genital,genital,noun
News,news,noun
sick,sick,noun
report,report,noun
have,have,noun
fact,fact,noun
dont,do,noun
sign,sign,noun
teens,teen,noun
school,school,noun
battle,battle,noun
cervicalcancer,cervical_cancer,noun
back,back,noun
lady,lady,noun
condom,condom,noun
CDC,CDC,noun
check,check,noun
needle,needle,noun
Merck,Merck,noun
Michael,Michael,noun
symptom,symptom,noun
child,child,noun
Douglas,Douglas,noun
week,week,noun
Yvette,Yvette,noun
friend,friend,noun
support,support,noun
rate,rate,noun
Wilson,Wilson,noun
important,important,noun
awareness,awareness,noun
issue,issue,noun
feel,feel,noun
care,care,noun
sad,sad,noun
country,country,noun
tomorrow,tomorrow,noun
feel,feel,noun
problem,problem,noun
news,news,noun
worst,worst,noun
exam,exam,noun
develop,develop,noun
fail,fail,noun
screening,screening,noun
prevention,prevention,noun
retardation,retardation,noun
eat,eat,noun
mandate,mandate,noun
stop,stop,noun
safe,safe,noun
hell,hell,noun
cervix,Cervix,noun
pain,pain,noun
spread,spread,noun
prevent,prevent,noun
active,active,noun
reduce,reduce,noun
good,good,noun
partner,partner,noun
CervicalCancer,cervical_cancer,noun
big,big,noun
ur,your,noun
happen,happen,noun
reason,reason,noun
put,put,noun
link,link,noun
nigga,nigga,noun
month,month,noun
thepapsmear,pap_smear,noun
story,story,noun
worse,worse,noun
mammogram,mammogram,noun
std,STD,noun
think,think,noun
chance,chance,noun
mouth,mouth,noun
vagina,vagina,noun
CANCER,cancer,noun
word,word,noun
watch,watch,noun
recommend,recommend,noun
detect,detect,noun
Ladies,lady,noun
Hpv,HPV,noun
coochie,Coochie,noun
RIP,RIP,noun
promiscuous,promiscuous,noun
Poor,poor,noun
change,change,noun
result,result,noun
free,free,noun
world,world,noun
lose,lose,noun
flu,flu,noun
pay,pay,noun
eat,eat,noun
Rick,Rick,noun
transmit,transmit,noun
dr,Doctor,noun
head,head,noun
strain,strain,noun
Cervarix,Cervarix,noun
im,I,noun
deadly,deadly,noun
AIDS,AIDS,noun
mental,mental,noun
dose,dose,noun
forget,forget,noun
hear,hear,noun
regular,regular,noun
Vaccine,vaccine,noun
beatbox,beatbox,noun
commercial,commercial,noun
suck,suck,noun
vax,vax,noun
SMEAR,smear,noun
smear,smear,noun
tweet,tweet,noun
Michele,Michele,noun
sore,sore,noun
Oral,oral,noun
papillomavirus,papillomavirus,noun
sadly,sadly,noun
Andell,Andell,noun
think,think,noun
miss,miss,noun
family,family,noun
catch,catch,noun
hear,hear,noun
nasty,nasty,noun
jag,jag,noun
cure,cure,noun
Moesha,Moesha,noun
painful,painful,noun
find,find,noun
group,group,noun
GOP,GOP,noun
guideline,guideline,noun
hurt,hurt,noun
birth,birth,noun
skin,skin,noun
preventable,preventable,noun
fight,fight,noun
yearly,year,noun
affect,affect,noun
Parkers,Parkers,noun
dre,DRE,noun
body,body,noun
claim,claim,noun
scare,scare,noun
blood,blood,noun
diagnose,diagnose,noun
research,research,noun
start,start,noun
baby,baby,noun
dead,dead,noun
vaccinate,vaccinate,noun
read,read,noun
cry,cry,noun
refuse,refuse,noun
insurance,insurance,noun
herpes,herpes,noun
treatment,treatment,noun
yr,year,noun
anal,anal,noun
cell,cell,noun
worry,worry,noun
brain,brain,noun
annual,annual,noun
person,person,noun
control,control,noun
turn,turn,noun
screening,screen,noun
female,female,noun
sister,sister,noun
hope,hope,noun
hand,hand,noun
hoe,hoe,noun
testing,test,noun
early,early,noun
contract,contract,noun
drug,drug,noun
lie,lie,noun
article,article,noun
tell,tell,noun
ask,ask,noun
have,have,noun
clear,clear,noun
offer,offer,noun
higher,high,noun
break,break,noun
smoking,smoke,noun
joke,joke,noun
promote,promote,noun
abortion,abortion,noun
STI,STI,noun
real,real,noun
wait,wait,noun
help,help,noun
take,take,noun
scared,scared,noun
force,force,noun
morning,morning,noun
infected,infect,noun
India,India,noun
im,I,noun
guess,guess,noun
video,video,noun
yesterday,yesterday,noun
pretty,pretty,noun
million,million,noun
effective,effective,noun
question,question,noun
end,end,noun
tinyurl,tinyurl,noun
face,face,noun
pass,pass,noun
papSmear1,pap_smear,noun
stop,stop,noun
campaign,campaign,noun
deal,deal,noun
weird,weird,noun
Japan,Japan,noun
leave,leave,noun
doc,doctor,noun
bout,about,noun
include,include,noun
ovarian,ovarian,noun
rise,rise,noun
dangerous,dangerous,noun
evidence,evidence,noun
Herpes,herpes,noun
tumour,tumour,noun
Sophie,Sophie,noun
FDA,FDA,noun
point,point,noun
government,government,noun
debate,debate,noun
Men,man,noun
idea,idea,noun
scary,scary,noun
price,price,noun
protect,protect,noun
push,push,noun
ago,ago,noun
money,money,noun
medical,medical,noun
high,high,noun
fb,facebook,noun
apparently,apparently,noun
carry,carry,noun
pl,please,noun
male,male,noun
start,start,noun
funny,funny,noun
cost,cost,noun
part,part,noun
Awareness,awareness,noun
matter,matter,noun
lower,low,noun
wife,wife,noun
Girl,girl,noun
stage,stage,noun
Woman,woman,noun
dick,dick,noun
dont,do,noun
feeling,feel,noun
fucking,fuck,noun
Sexual,sexual,noun
SophiesChoice,Sophies_Choice,noun
answer,answer,noun
hour,hour,noun
kill,kill,noun
benefit,benefit,noun
save,save,noun
cover,cover,noun
Vaccines,vaccine,noun
awkward,awkward,noun
explain,explain,noun
choice,choice,noun
cut,cut,noun
tonight,tonight,noun
post,post,noun
play,play,noun
anymore,anymore,noun
teen,teen,noun
Michelle,Michelle,noun
Report,report,noun
infect,infect,noun
Test,test,noun
receive,receive,noun
save,save,noun
ad,ad,noun
activity,activity,noun
ppl,people,noun
night,night,noun
leave,leave,noun
cut,cut,noun
cuz,because,noun
chick,chick,noun
pregnant,pregnant,noun
home,home,noun
long,long,noun
attack,attack,noun
science,science,noun
number,number,noun
box,box,noun
Throat,throat,noun
prevention,Prevention,noun
fear,fear,noun
get,get,noun
patient,patient,noun
read,read,noun
dude,dude,noun
contact,contact,noun
son,son,noun
heart,heart,noun
miss,miss,noun
Advaxis,Advaxis,noun
infertility,infertility,noun
neck,neck,noun
healthy,healthy,noun
crazy,crazy,noun
nurse,nurse,noun
reaction,reaction,noun
Risk,risk,noun
opt,option,noun
ADXS,Advaxis,noun
promiscuity,promiscuity,noun
gynecologist,gynecologist,noun
phone,phone,noun
dad,dad,noun
twitter,Twitter,noun
Vaccination,vaccination,noun
fund,fund,noun
CDCSTD,CDCSTD,noun
gay,gay,noun
papsmear1,pap_smear,noun
pass,pass,noun
UK,UK,noun
car,car,noun
Planned,plan,noun
Shot,shoot,noun
finger,finger,noun
mind,mind,noun
suggest,suggest,noun
circumcision,circumcision,noun
job,job,noun
long,long,noun
Virus,virus,noun
bit,bit,noun
God,God,noun
suppose,suppose,noun
Boys,boy,noun
god,God,noun
appointment,appointment,noun
encourage,encourage,noun
mandatory,mandatory,noun
share,share,noun
Smears,smear,noun
write,write,noun
Circumcision,circumcision,noun
eye,eye,noun
Behavior,behavior,noun
half,half,noun
live,live,noun
dat,dat,noun
it,it,noun
listen,listen,noun
hate,hate,noun
older,old,noun
early,early,noun
Parenthood,parenthood,noun
know,know,noun
concern,concern,noun
Black,black,noun
Jade,Jade,noun
Problem,problem,noun
live,live,noun
grow,grow,noun
uncomfortable,uncomfortable,noun
raise,raise,noun
MT,MT,noun
mistake,mistake,noun
prove,prove,noun
Papsmear,pap_smear,noun
sound,sound,noun
Breast,breast,noun
World,world,noun
confuse,confuse,noun
Johnson,Johnson,noun
vote,vote,noun
freak,freak,noun
treat,treat,noun
Girls,girl,noun
Walgreens,Walgreens,noun
follow,follow,noun
factor,factor,noun
move,move,noun
stuff,stuff,noun
nigga,nigga,noun
totally,totally,noun
aid,aid,noun
Genital,genital,noun
pill,pill,noun
agree,agree,noun
Puff,Puff,noun
GARDASIL,Gardasil,noun
haha,haha,noun
Goody,Goody,noun
trial,trial,noun
remember,remember,noun
know,know,noun
info,information,noun
Deadly,deadly,noun
wait,wait,noun
Bachman,Bachman,noun
DoctorChristian,Doctor_Christian,noun
drop,drop,noun
Infection,infection,noun
period,period,noun
order,order,noun
male,male,noun
Key,key,noun
Fuck,fuck,noun
dirty,dirty,noun
bc,because,noun
knowledgeable,knowledgeable,noun
I,I,noun
room,room,noun
pregnancy,pregnancy,noun
learn,learn,noun
put,put,noun
low,low,noun
abnormal,abnormal,noun
truth,truth,noun
trust,trust,noun
adverse,adverse,noun
teenage,teenage,noun
mine,mine,noun
govt,government,noun
form,form,noun
note,note,noun
protection,protection,noun
transmitted,transmit,noun
minute,minute,noun
Warts,warts,noun
ago,ago,noun
abt,about,noun
Cancer,cancer,noun
Obama,Obama,noun
Human,human,noun
killer,killer,noun
Screening,screen,noun
social,social,noun
Treatment,treatment,noun
love,love,noun
Hepatitis,Hepatitis,noun
Im,I,noun
access,access,noun
black,black,noun
Young,young,noun
diagnose,diagnose,noun
normal,normal,noun
smoke,smoke,noun
perform,perform,noun
Romney,Romney,noun
hard,hard,noun
kind,kind,noun
full,full,noun
immune,immune,noun
wit,wit,noun
admit,admit,noun
virgin,virgin,noun
suffer,suffer,noun
decision,decision,noun
thousand,thousand,noun
deny,deny,noun
lesbian,lesbian,noun
didnt,do,noun
January,January,noun
response,response,noun
Katie,Katie,noun
schedule,schedule,noun
Fox,fox,noun
transmit,transmit,noun
Doctor,doctor,noun
Texas,Texas,noun
slut,slut,noun
thought,thought,noun
longer,long,noun
clean,clean,noun
raise,raise,noun
mad,mad,noun
SHIT,shit,noun
win,win,noun
